company,location,us_state,country,continent,total_laid_off,date_layoffs,pct_workforce,industry,stage,funds_raised_mil,year,layoff_year,layoff_month,layoff_quarter,company_size_category,department,severance_weeks,ai_related,reason,data_source
Yotpo,New York City,New York,United States,North America,70,2022-11-16,9.0,Marketing,Unknown,436.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Roku,San Jose,California,United States,North America,200,2022-11-17,7.0,Marketing,Post-IPO,208.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Grin,Sacramento,California,United States,North America,60,2022-11-30,13.0,Marketing,Series B,145.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Bizzabo,New York City,New York,United States,North America,100,2022-12-01,37.0,Marketing,Series E,194.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
BuzzFeed,New York City,New York,United States,North America,180,2022-12-06,12.0,Marketing,Post-IPO,696.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
Integral Ad Science,New York City,New York,United States,North America,120,2022-12-07,13.0,Marketing,Acquired,116.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
TechTarget,Boston,Massachusetts,United States,North America,60,2022-12-08,5.0,Marketing,Post-IPO,115.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
Kaltura,New York City,New York,United States,North America,75,2023-01-04,11.0,Marketing,Post-IPO,166.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Snappy,New York City,New York,United States,North America,100,2023-01-15,30.0,Marketing,Series C,104.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Vox Media,Washington DC,District of Columbia,United States,North America,130,2023-01-20,7.0,Marketing,Series F,307.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Innovid,New York City,New York,United States,North America,40,2023-01-23,10.0,Marketing,Post-IPO,295.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
HubSpot,Boston,Massachusetts,United States,North America,500,2023-01-31,7.0,Marketing,Post-IPO,100.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
TheSkimm,New York City,New York,United States,North America,17,2023-02-01,10.0,Marketing,Series C,28.0,2023,2023,2023-02,2023-Q1,Small (<100),,,,,main
GoDaddy,Phoenix,Arizona,United States,North America,530,2023-02-08,8.0,Marketing,Post-IPO,800.0,2023,2023,2023-02,2023-Q1,Mid-size (100-999),,,,,main
TripleLift,New York City,New York,United States,North America,100,2023-02-10,20.0,Marketing,Acquired,16.0,2023,2023,2023-02,2023-Q1,Mid-size (100-999),,,,,main
Basis Technologies,Chicago,Illinois,United States,North America,40,2023-02-21,4.0,Marketing,Series B,52.0,2023,2023,2023-02,2023-Q1,Small (<100),,,,,main
CNET,San Francisco,California,United States,North America,12,2023-03-02,10.0,Marketing,Acquired,20.0,2023,2023,2023-03,2023-Q1,Small (<100),,,,,main
SiriusXM,New York City,New York,United States,North America,475,2023-03-06,8.0,Marketing,Post-IPO,525.0,2023,2023,2023-03,2023-Q1,Mid-size (100-999),,,,,main
Roku,San Jose,California,United States,North America,200,2023-03-30,6.0,Marketing,Post-IPO,208.0,2023,2023,2023-03,2023-Q1,Mid-size (100-999),,,,,main
BuzzFeed,New York City,New York,United States,North America,180,2023-04-20,15.0,Marketing,Post-IPO,696.0,2023,2023,2023-04,2023-Q2,Mid-size (100-999),,,,,main
Brightcove,Boston,Massachusetts,United States,North America,70,2023-05-03,10.0,Marketing,Post-IPO,145.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
TheSkimm,New York City,New York,United States,North America,22,2023-05-03,13.0,Marketing,Series C,28.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
Outbrain,New York City,New York,United States,North America,90,2023-06-01,10.0,Marketing,Post-IPO,394.0,2023,2023,2023-06,2023-Q2,Small (<100),,,,,main
Plex,Campbell,California,United States,North America,37,2023-06-28,20.0,Marketing,Unknown,81.0,2023,2023,2023-06,2023-Q2,Small (<100),,,,,main
Captiv8,San Francisco,California,United States,North America,8,2023-08-24,3.0,Marketing,Unknown,4.0,2023,2023,2023-08,2023-Q3,Small (<100),,,,,main
Roku,San Jose,California,United States,North America,360,2023-09-06,10.0,Marketing,Post-IPO,208.0,2023,2023,2023-09,2023-Q3,Mid-size (100-999),,,,,main
VideoAmp,Los Angeles,California,United States,North America,40,2023-09-14,10.0,Marketing,Series F,456.0,2023,2023,2023-09,2023-Q3,Small (<100),,,,,main
FullStory,Atlanta,Georgia,United States,North America,50,2024-01-09,10.0,Marketing,Unknown,197.0,2024,2024,2024-01,2024-Q1,Small (<100),,,,,main
Audible,New York City,New York,United States,North America,100,2024-01-11,5.0,Marketing,Acquired,14.0,2024,2024,2024-01,2024-Q1,Mid-size (100-999),,,,,main
MVPindex,Austin,Texas,United States,North America,12,2024-01-25,30.0,Marketing,Series B,27.0,2024,2024,2024-01,2024-Q1,Small (<100),,,,,main
SiriusXM,New York City,New York,United States,North America,160,2024-02-12,3.0,Marketing,Post-IPO,525.0,2024,2024,2024-02,2024-Q1,Mid-size (100-999),,,,,main
Deadspin,New York City,New York,United States,North America,11,2024-03-11,100.0,Marketing,Acquired,,2024,2024,2024-03,2024-Q1,Small (<100),,,,,main
Foursquare,New York City,New York,United States,North America,105,2024-05-27,25.0,Marketing,Series G,390.0,2024,2024,2024-05,2024-Q2,Mid-size (100-999),,,,,main
Redbox,Chicago,Illinois,United States,North America,1000,2024-07-10,100.0,Marketing,Acquired,51.0,2024,2024,2024-07,2024-Q3,"Large (1,000-4,999)",,,,,main
Humble Games,San Francisco,California,United States,North America,36,2024-07-23,100.0,Marketing,Acquired,4.0,2024,2024,2024-07,2024-Q3,Small (<100),,,,,main
Axios Media,Washington DC,District of Columbia,United States,North America,50,2024-08-06,10.0,Marketing,Acquired,57.0,2024,2024,2024-08,2024-Q3,Small (<100),,,,,main
PubMatic,Redwood City,California,United States,North America,12,2024-10-07,1.0,Marketing,Post-IPO,63.0,2024,2024,2024-10,2024-Q4,Small (<100),,,,,main
LiveRamp,San Francisco,California,United States,North America,65,2025-03-05,5.0,Marketing,Post-IPO,16.0,2025,2025,2025-03,2025-Q1,Small (<100),,,,,main
Brightcove,Boston,Massachusetts,United States,North America,198,2025-03-19,33.0,Marketing,Acquired,145.0,2025,2025,2025-03,2025-Q1,Mid-size (100-999),,,,,main
Acxiom,Little Rock,Arkansas,United States,North America,130,2025-03-19,3.0,Marketing,Post-IPO,,2025,2025,2025-03,2025-Q1,Mid-size (100-999),,,,,main
Deliveroo,London,England,United Kingdom,Europe,367,2020-04-28,15.0,Food,Series G,1500.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Pollen,London,England,United Kingdom,Europe,69,2020-05-19,31.0,Travel,Series B,88.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Skyscanner,Edinburgh,Scotland,United Kingdom,Europe,300,2020-07-14,20.0,Travel,Acquired,197.0,2020,2020,2020-07,2020-Q3,Mid-size (100-999),,,,,main
Hopin,London,England,United Kingdom,Europe,138,2022-02-10,12.0,Other,Series D,1000.0,2022,2022,2022-02,2022-Q1,Mid-size (100-999),,,,,main
Uncapped,London,England,United Kingdom,Europe,29,2022-05-27,26.0,Finance,Unknown,118.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Freetrade,London,England,United Kingdom,Europe,45,2022-06-10,15.0,Finance,Unknown,133.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Hopin,London,England,United Kingdom,Europe,242,2022-07-11,29.0,Other,Series D,1000.0,2022,2022,2022-07,2022-Q3,Mid-size (100-999),,,,,main
Zego,London,England,United Kingdom,Europe,85,2022-07-14,17.0,Finance,Series C,202.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Immersive Labs,Bristol,England,United Kingdom,Europe,38,2022-08-30,10.0,Security,Series C,123.0,2022,2022,2022-08,2022-Q3,Small (<100),,,,,main
TrueLayer,London,England,United Kingdom,Europe,40,2022-09-16,10.0,Finance,Series E,271.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Primer,London,England,United Kingdom,Europe,85,2022-12-09,33.0,Finance,Series B,73.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
Glisser,London,England,United Kingdom,Europe,25,2023-01-26,100.0,Travel,Unknown,1.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Deliveroo,London,England,United Kingdom,Europe,350,2023-02-09,9.0,Food,Post-IPO,1700.0,2023,2023,2023-02,2023-Q1,Mid-size (100-999),,,,,main
GoCardless,London,England,United Kingdom,Europe,150,2023-06-12,17.0,Finance,Series G,529.0,2023,2023,2023-06,2023-Q2,Mid-size (100-999),,,,,main
Luno,London,England,United Kingdom,Europe,330,2023-01-25,35.0,Crypto,Acquired,13.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Cazoo,London,England,United Kingdom,Europe,750,2022-06-07,15.0,Transportation,Post-IPO,2000.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Loopio,Toronto,Ontario,Canada,North America,11,2020-05-04,8.0,Sales,Series A,11.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Oriente,Hong Kong,non,Hong Kong,Asia,400,2020-05-04,20.0,Finance,Series B,175.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Veriff,Tallinn,non,Estonia,Europe,63,2020-05-04,21.0,Security,Series A,7.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Numbrs,Zurich,non,Switzerland,Europe,62,2020-05-07,50.0,Finance,Series B,78.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Vedantu,Bengaluru,Karnataka,India,Asia,200,2022-05-05,3.0,Education,Series E,292.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Twiga,Nairobi,non,Kenya,Africa,211,2022-11-16,21.0,Food,Series C,157.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Juni,Gothenburg,non,Sweden,Europe,72,2022-11-17,33.0,Finance,Unknown,281.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Koho,Toronto,Ontario,Canada,North America,15,2022-11-17,4.0,Finance,Series D,278.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
TealBook,Toronto,Ontario,Canada,North America,34,2022-11-17,19.0,Other,Series B,73.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Zomato,Gurugram,Haryana,India,Asia,100,2022-11-19,4.0,Food,Series J,914.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Perimeter 81,Tel Aviv,non,Israel,Asia,20,2022-12-06,8.0,Security,Series C,165.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
Slite,Paris,non,France,Europe,10,2023-03-23,25.0,Other,Series A,15.0,2023,2023,2023-03,2023-Q1,Small (<100),,,,,main
Polygon,Bengaluru,Karnataka,India,Asia,100,2023-02-21,20.0,Crypto,Unknown,451.0,2023,2023,2023-02,2023-Q1,Mid-size (100-999),,,,,main
Simpl,Bengaluru,Karnataka,India,Asia,150,2023-04-09,25.0,Finance,Series B,71.0,2023,2023,2023-04,2023-Q2,Mid-size (100-999),,,,,main
Milkrun,Sydney,New South Wales,Australia,Oceana,400,2023-04-11,100.0,Food,Series A,86.0,2023,2023,2023-04,2023-Q2,Mid-size (100-999),,,,,main
Paper,Montreal,Quebec,Canada,North America,81,2023-04-17,3.0,Education,Series D,389.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
Culture Amp,Melbourne,Victoria,Australia,Oceana,90,2023-04-18,9.0,HR,Series F,257.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
Koo,Bengaluru,Karnataka,India,Asia,78,2023-04-20,30.0,Consumer,Series B,50.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
Flink,Berlin,Berlin,Germany,Europe,8000,2023-04-24,40.0,Food,Series B,1000.0,2023,2023,2023-04,2023-Q2,"Very Large (5,000-9,999)",,,,,main
Happay,Bengaluru,Karnataka,India,Asia,160,2023-05-12,35.0,Finance,Acquired,21.0,2023,2023,2023-05,2023-Q2,Mid-size (100-999),,,,,main
Otipy,New Delhi,Delhi,India,Asia,300,2025-05-23,100.0,Food,Series B,44.0,2025,2025,2025-05,2025-Q2,Mid-size (100-999),,,,,main
Noogata,Tel Aviv,non,Israel,Asia,10,2025-05-25,100.0,AI,Series A,28.0,2025,2025,2025-05,2025-Q2,Small (<100),,,,,main
Salto,Tel Aviv,non,Israel,Asia,30,2025-06-20,50.0,Other,Series B,69.0,2025,2025,2025-06,2025-Q2,Small (<100),,,,,main
Phase,Berlin,Berlin,Germany,Europe,30,2025-07-25,100.0,The Animation Tool for UI/UX Designers.,,,2025,2025,2025-07,2025-Q3,Small (<100),,,,,main
TCS,Mumbai,Maharashtra,India,Asia,12000,2025-07-27,2.0,IT Services and IT Consulting,,,2025,2025,2025-07,2025-Q3,"Massive (10,000+)",,,,,main
Amdocs,Ra'anana,non,Israel,Asia,4500,2025-08-13,100.0,Software Development,,,2025,2025,2025-08,2025-Q3,"Large (1,000-4,999)",,,,,main
Buenbit,Buenos Aires,non,Argentina,South America,80,2022-05-23,45.0,Crypto,Series A,11.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Bitso,Mexico City,non,Mexico,North America,80,2022-05-26,11.0,Crypto,Series C,378.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
2TM,Sao Paulo,State of São Paulo,Brazil,South America,90,2022-06-01,12.0,Crypto,Unknown,250.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Lemon,Buenos Aires,non,Argentina,South America,100,2022-11-24,38.0,Crypto,Series A,17.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Quidax,Lagos,non,Nigeria,Africa,20,2022-11-24,20.0,Crypto,Unknown,3.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
CoinJar,Melbourne,Victoria,Australia,Oceana,10,2022-11-29,20.0,Crypto,Unknown,1.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Huobi,Beijing,non,China,Asia,275,2023-01-06,20.0,Crypto,Unknown,2.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Matrixport,Singapore,non,Singapore,Asia,29,2023-01-27,10.0,Crypto,Series C,100.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Shakepay,Montreal,Quebec,Canada,North America,21,2023-01-27,25.0,Crypto,Series A,45.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Polygon,Cayman Islands,non,Cayman Islands,North America,60,2024-02-01,19.0,Crypto,Unknown,451.0,2024,2024,2024-02,2024-Q1,Small (<100),,,,,main
Clutch,Toronto,Ontario,Canada,North America,76,2022-06-29,22.0,Transportation,Series B,153.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Oye Rickshaw,New Delhi,Delhi,India,Asia,40,2022-06-29,20.0,Transportation,Unknown,13.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Sendle,Sydney,New South Wales,Australia,Oceana,27,2022-07-04,12.0,Transportation,Series C,69.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Sendy,Nairobi,non,Kenya,Africa,54,2022-08-02,20.0,Transportation,Series B,26.0,2022,2022,2022-08,2022-Q3,Small (<100),,,,,main
Sendy,Nairobi,non,Kenya,Africa,30,2022-08-02,10.0,Transportation,Series B,26.0,2022,2022,2022-08,2022-Q3,Small (<100),,,,,main
Loggi,Sao Paulo,State of São Paulo,Brazil,South America,500,2022-08-08,15.0,Transportation,Series F,507.0,2022,2022,2022-08,2022-Q3,Mid-size (100-999),,,,,main
Tier Mobility,Berlin,Berlin,Germany,Europe,180,2022-08-23,16.0,Transportation,Series D,646.0,2022,2022,2022-08,2022-Q3,Mid-size (100-999),,,,,main
99,Sao Paulo,State of São Paulo,Brazil,South America,75,2022-09-20,2.0,Transportation,Acquired,244.0,2024,2022,2022-09,2022-Q3,Small (<100),,,,,main
Zoomo,Sydney,New South Wales,Australia,Oceana,65,2022-10-04,16.0,Transportation,Series B,105.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
GoTo Group,Jakarta,non,Indonesia,Asia,1300,2022-11-10,12.0,Transportation,Post-IPO,1300.0,2022,2022,2022-11,2022-Q4,"Large (1,000-4,999)",,,,,main
Forto,Berlin,Berlin,Germany,Europe,60,2022-11-11,8.0,Transportation,Series D,593.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Voi,Stockholm,non,Sweden,Europe,130,2022-12-07,13.0,Transportation,Series D,515.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
Buser,Sao Paulo,State of São Paulo,Brazil,South America,160,2022-12-08,30.0,Transportation,Series C,138.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
Otonomo,Tel Aviv,non,Israel,Asia,80,2022-12-08,50.0,Transportation,Post-IPO,231.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
Bounce,Bengaluru,Karnataka,India,Asia,40,2023-01-06,5.0,Transportation,Series D,214.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
GoBolt,Toronto,Ontario,Canada,North America,55,2023-01-10,5.0,Transportation,Series C,178.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Shopify,Ottawa,Ontario,Canada,North America,1000,2022-07-26,10.0,E-Commerce,Post-IPO,122.0,2022,2022,2022-07,2022-Q3,"Large (1,000-4,999)",,,,,main
Mejuri,Toronto,Ontario,Canada,North America,50,2022-08-05,10.0,E-Commerce,Series B,28.0,2022,2022,2022-08,2022-Q3,Small (<100),,,,,main
MadeiraMadeira,Curitiba,State of Paraná,Brazil,South America,60,2022-08-09,3.0,E-Commerce,Series E,338.0,2022,2022,2022-08,2022-Q3,Small (<100),,,,,main
Marketforce,Nairobi,non,Kenya,Africa,54,2022-08-11,9.0,E-Commerce,Series A,42.0,2022,2022,2022-08,2022-Q3,Small (<100),,,,,main
Pomelo Fashion,Bangkok,non,Thailand,Asia,55,2022-09-08,8.0,E-Commerce,Unknown,120.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Wayfair,Berlin,Berlin,Germany,Europe,730,2025-01-10,3.0,E-Commerce,Post-IPO,1700.0,2025,2025,2025-01,2025-Q1,Mid-size (100-999),,,,,main
Chrono24,Karlsruhe,Baden-Würtemberg,Germany,Europe,110,2025-01-16,24.0,E-Commerce,Series C,205.0,2025,2025,2025-01,2025-Q1,Mid-size (100-999),,,,,main
Highsnobiety,Berlin,Berlin,Germany,Europe,51,2020-04-01,25.0,Marketing,Series A,9.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Rock Content,Belo Horizonte,State of Minas Gerais,Brazil,South America,100,2020-04-06,20.0,Marketing,Series A,1.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
CleverTap,Mumbai,Maharashtra,India,Asia,60,2020-04-16,20.0,Marketing,Series C,76.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Hootsuite,Vancouver,British Columbia,Canada,North America,70,2023-01-18,7.0,Marketing,Series C,300.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Namogoo,Tel Aviv,non,Israel,Asia,20,2023-01-23,15.0,Marketing,Series C,69.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Spotify,Stockholm,non,Sweden,Europe,600,2023-01-23,6.0,Marketing,Post-IPO,2100.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
#Paid,Toronto,Ontario,Canada,North America,19,2023-01-27,17.0,Marketing,Series B,21.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Pocket Aces,Mumbai,Maharashtra,India,Asia,50,2023-02-06,25.0,Marketing,Unknown,19.0,2023,2023,2023-02,2023-Q1,Small (<100),,,,,main
OneFootball,Berlin,Berlin,Germany,Europe,150,2023-02-23,32.0,Marketing,Series D,442.0,2023,2023,2023-02,2023-Q1,Mid-size (100-999),,,,,main
Wattpad,Toronto,Ontario,Canada,North America,42,2023-03-08,15.0,Marketing,Acquired,117.0,2023,2023,2023-03,2023-Q1,Small (<100),,,,,main
Airmeet,Bengaluru,Karnataka,India,Asia,75,2023-05-25,30.0,Marketing,Series B,50.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
Spotify,Stockholm,non,Sweden,Europe,200,2023-06-05,2.0,Marketing,Post-IPO,2100.0,2023,2023,2023-06,2023-Q2,Mid-size (100-999),,,,,main
Chingari,Bengaluru,Karnataka,India,Asia,48,2023-06-19,20.0,Marketing,Unknown,88.0,2023,2023,2023-06,2023-Q2,Small (<100),,,,,main
Highsnobiety,Berlin,Berlin,Germany,Europe,24,2023-07-03,10.0,Marketing,Acquired,8.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
StreamElements,Tel Aviv,non,Israel,Asia,60,2023-08-17,35.0,Marketing,Series B,111.0,2023,2023,2023-08,2023-Q3,Small (<100),,,,,main
LoopMe,London,England,United Kingdom,Europe,8,2020-04-09,4.0,Marketing,Unknown,32.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Culture Trip,London,England,United Kingdom,Europe,95,2020-05-01,32.0,Marketing,Series B,102.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Permutive,London,England,United Kingdom,Europe,30,2022-08-10,12.0,Marketing,Series C,105.0,2022,2022,2022-08,2022-Q3,Small (<100),,,,,main
Minute Media,London,England,United Kingdom,Europe,50,2023-01-08,10.0,Marketing,Series I,160.0,2023,2023,2023-01,2023-Q1,Small (<100),,,,,main
Permutive,London,England,United Kingdom,Europe,80,2023-04-11,40.0,Marketing,Series C,105.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
FabHotels,New Delhi,Delhi,India,Asia,80,2020-03-30,20.0,Travel,Series B,48.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
Ecobee,Toronto,Ontario,Canada,North America,47,2020-03-26,10.0,Energy,Series C,149.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
Bench,Vancouver,British Columbia,Canada,North America,47,2020-03-27,10.0,Finance,Series B,49.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
HOOQ,Singapore,non,Singapore,Asia,250,2020-03-27,100.0,Consumer,Unknown,95.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Mogo,Vancouver,British Columbia,Canada,North America,78,2020-03-27,30.0,Finance,Post-IPO,201.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
TravelTriangle,Gurugram,Haryana,India,Asia,250,2020-03-28,50.0,Travel,Series D,47.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Hibob,Tel Aviv,non,Israel,Asia,70,2020-03-30,30.0,HR,Series A,45.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
Ritual,Toronto,Ontario,Canada,North America,196,2020-04-02,54.0,Food,Series C,112.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Gympass,Sao Paulo,State of São Paulo,Brazil,South America,467,2020-04-03,33.0,Fitness,Series D,300.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Iflix,Kuala Lumpur,non,Malaysia,Asia,50,2020-04-04,12.0,Consumer,Unknown,348.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Omie,Sao Paulo,State of São Paulo,Brazil,South America,136,2020-04-09,31.0,Finance,Series B,26.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Clearbanc,Toronto,Ontario,Canada,North America,17,2020-04-13,8.0,Finance,Series B,119.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Neon,Sao Paulo,State of São Paulo,Brazil,South America,70,2020-04-13,10.0,Finance,Series B,120.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Swiggy,Bengaluru,Karnataka,India,Asia,800,2020-04-21,9.2,Food,Series I,1600.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Ada Support,Toronto,Ontario,Canada,North America,36,2020-04-24,23.0,Support,Series B,60.0,2024,2020,2020-04,2020-Q2,Small (<100),,,,,main
Horizn Studios,Berlin,Berlin,Germany,Europe,15,2020-04-24,25.0,Travel,Series B,30.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Deputy,Sydney,New South Wales,Australia,Oceana,60,2020-05-04,30.0,HR,Series B,106.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Element AI,Montreal,Quebec,Canada,North America,62,2020-05-04,15.0,Other,Series B,257.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Top Hat,Toronto,Ontario,Canada,North America,16,2020-05-12,3.0,Education,Series D,104.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Eatsy,Singapore,non,Singapore,Asia,20,2020-08-08,100.0,Food,Seed,1.0,2020,2020,2020-08,2020-Q3,Small (<100),,,,,main
MakeMyTrip,New Delhi,Delhi,India,Asia,350,2020-08-31,10.0,Travel,Post-IPO,548.0,2020,2020,2020-08,2020-Q3,Mid-size (100-999),,,,,main
GoBear,Singapore,non,Singapore,Asia,22,2020-09-01,11.0,Finance,Unknown,97.0,2020,2020,2020-09,2020-Q3,Small (<100),,,,,main
GetYourGuide,Berlin,Berlin,Germany,Europe,90,2020-10-14,17.0,Travel,Series E,656.0,2020,2020,2020-10,2020-Q4,Small (<100),,,,,main
Aya,Toronto,Ontario,Canada,North America,5,2020-11-19,25.0,Finance,Seed,3.0,2020,2020,2020-11,2020-Q4,Small (<100),,,,,main
Breather,Montreal,Quebec,Canada,North America,120,2020-12-16,80.0,Real Estate,Series D,131.0,2020,2020,2020-12,2020-Q4,Mid-size (100-999),,,,,main
Quandoo,Berlin,Berlin,Germany,Europe,87,2021-02-03,20.0,Food,Acquired,39.0,2021,2021,2021-02,2021-Q1,Small (<100),,,,,main
Thinkific,Vancouver,British Columbia,Canada,North America,100,2022-03-29,20.0,Education,Post-IPO,22.0,2022,2022,2022-03,2022-Q1,Mid-size (100-999),,,,,main
Rasa,Berlin,Berlin,Germany,Europe,59,2022-03-30,40.0,Data,Series B,40.0,2022,2022,2022-03,2022-Q1,Small (<100),,,,,main
Unacademy,Bengaluru,Karnataka,India,Asia,1000,2022-04-07,17.0,Education,Series H,838.0,2022,2022,2022-04,2022-Q2,"Large (1,000-4,999)",,,,,main
QuintoAndar,Sao Paulo,State of São Paulo,Brazil,South America,160,2022-04-19,4.0,Real Estate,Series E,755.0,2022,2022,2022-04,2022-Q2,Mid-size (100-999),,,,,main
Xiaohongshu,Shanghai,non,China,Asia,180,2022-04-21,9.0,Consumer,Series E,917.0,2022,2022,2022-04,2022-Q2,Mid-size (100-999),,,,,main
Avo,Tel Aviv,non,Israel,Asia,500,2022-05-01,67.0,Food,Series B,45.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
SEND,Sydney,New South Wales,Australia,Oceana,300,2022-05-04,100.0,Food,Seed,3.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Meero,Paris,non,France,Europe,350,2022-05-09,50.0,Other,Series C,293.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Mobile Premier League,Bengaluru,Karnataka,India,Asia,100,2022-05-30,10.0,Consumer,Series E,375.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
SumUp,Sao Paulo,State of São Paulo,Brazil,South America,100,2022-05-30,3.0,Finance,Unknown,50.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
